#Please be aware that not every genome will have a gene in accessory groups
Homology group,Class,Genome number,Number of copies,Genome 1,Genome 2,Genome 3,Genome 4
711143,accessory,2,1,1,,,,
711143,accessory,3,1,1,,,,
711143,accessory,4,1,1,,,,
711144,accessory,3,2,2,1,,1,
711145,accessory,2,1,1,,,,
711145,accessory,3,1,1,,,,
711145,accessory,4,1,1,,,,
711146,accessory,2,1,1,,,,
711146,accessory,3,1,1,,,,
711146,accessory,4,1,1,,,,
711147,accessory,2,1,1,,,,
711147,accessory,3,1,1,,,,
711147,accessory,4,1,1,,,,
711148,accessory,2,1,1,,,,
711148,accessory,3,1,1,,,,
711148,accessory,4,1,1,,,,
711149,accessory,2,1,1,,,,
711149,accessory,3,1,1,,,,
711149,accessory,4,1,1,,,,
711150,accessory,2,1,1,,1,,
711150,accessory,4,1,1,,1,,
711151,accessory,2,1,1,,,,
711151,accessory,3,1,1,,,,
711151,accessory,4,1,1,,,,
711152,accessory,2,1,1,,1,,
711152,accessory,4,1,1,,1,,
711154,accessory,2,1,1,,,,
711154,accessory,3,1,1,,,,
711154,accessory,4,1,1,,,,
711155,accessory,2,1,1,,,,
711155,accessory,3,1,1,,,,
711155,accessory,4,1,1,,,,
711156,accessory,2,1,1,,,,
711156,accessory,3,1,1,,,,
711156,accessory,4,1,1,,,,
711158,accessory,2,1,1,,1,,
711158,accessory,4,1,1,,1,,
711159,accessory,2,1,1,,,,
711159,accessory,3,1,1,,,,
711159,accessory,4,1,1,,,,
711160,accessory,2,1,1,,,,
711160,accessory,3,1,1,,,,
711160,accessory,4,1,1,,,,
711161,accessory,2,1,1,,,,
711161,accessory,3,1,1,,,,
711161,accessory,4,1,1,,,,
711162,accessory,2,1,1,,,1,
711162,accessory,3,1,1,,,1,
711163,accessory,2,1,1,,,,
711163,accessory,3,1,1,,,,
711163,accessory,4,1,1,,,,
711164,accessory,2,1,1,,,,
711164,accessory,3,1,1,,,,
711164,accessory,4,1,1,,,,
711169,accessory,2,1,1,,,,
711169,accessory,3,1,1,,,,
711169,accessory,4,1,1,,,,
711171,accessory,2,1,1,,,,
711171,accessory,3,1,1,,,,
711171,accessory,4,1,1,,,,
711172,accessory,2,1,1,,,1,
711172,accessory,3,1,1,,,1,
711174,accessory,2,1,1,,,,
711174,accessory,3,1,1,,,,
711174,accessory,4,1,1,,,,
711175,accessory,2,1,1,,,1,
711175,accessory,3,1,1,,,1,
711177,accessory,2,1,1,,,,
711177,accessory,3,1,1,,,,
711177,accessory,4,1,1,,,,
711178,accessory,2,1,1,,1,,
711178,accessory,4,1,1,,1,,
711179,accessory,2,1,1,,1,,
711179,accessory,4,1,1,,1,,
711180,accessory,2,1,1,,,,
711180,accessory,3,1,1,,,,
711180,accessory,4,1,1,,,,
711185,accessory,2,1,1,,,,
711185,accessory,3,1,1,,,,
711185,accessory,4,1,1,,,,
711187,accessory,2,1,1,,1,,
711187,accessory,4,1,1,,1,,
711191,accessory,2,1,1,,,1,
711191,accessory,3,1,1,,,1,
711192,accessory,2,1,1,,,,
711192,accessory,3,1,1,,,,
711192,accessory,4,1,1,,,,
711193,accessory,2,1,1,,,,
711193,accessory,3,1,1,,,,
711193,accessory,4,1,1,,,,
711195,accessory,2,1,1,,,,
711195,accessory,3,1,1,,,,
711195,accessory,4,1,1,,,,
711198,accessory,2,1,1,,1,,
711198,accessory,4,1,1,,1,,
711199,accessory,2,1,1,,1,,
711199,accessory,4,1,1,,1,,
711200,accessory,2,1,1,,1,,
711200,accessory,4,1,1,,1,,
711201,accessory,2,1,1,,,,
711201,accessory,3,1,1,,,,
711201,accessory,4,1,1,,,,
711202,accessory,2,1,1,,,,
711202,accessory,3,1,1,,,,
711202,accessory,4,1,1,,,,
711205,accessory,2,1,1,,,,
711205,accessory,3,1,1,,,,
711205,accessory,4,1,1,,,,
711206,accessory,2,1,1,,,,
711206,accessory,3,1,1,,,,
711206,accessory,4,1,1,,,,
711208,accessory,2,1,1,,1,,
711208,accessory,4,1,1,,1,,
711209,accessory,2,1,1,,1,,
711209,accessory,4,1,1,,1,,
711210,accessory,2,1,1,,1,,
711210,accessory,4,1,1,,1,,
711211,accessory,2,1,1,,,1,
711211,accessory,3,1,1,,,1,
711212,accessory,2,1,1,,1,,
711212,accessory,4,1,1,,1,,
711213,accessory,3,2,2,1,,2,
711214,accessory,2,1,1,,,,
711214,accessory,3,1,1,,,,
711214,accessory,4,1,1,,,,
711215,accessory,2,1,1,,,,
711215,accessory,3,1,1,,,,
711215,accessory,4,1,1,,,,
711216,accessory,2,1,1,,,,
711216,accessory,3,1,1,,,,
711216,accessory,4,1,1,,,,
711217,accessory,2,1,1,,,,
711217,accessory,3,1,1,,,,
711217,accessory,4,1,1,,,,
711218,accessory,2,1,1,,,,
711218,accessory,3,1,1,,,,
711218,accessory,4,1,1,,,,
711219,accessory,2,1,1,,1,,
711219,accessory,4,1,1,,1,,
711221,accessory,2,1,1,,,,
711221,accessory,3,1,1,,,,
711221,accessory,4,1,1,,,,
711222,accessory,2,1,1,,,,
711222,accessory,3,1,1,,,,
711222,accessory,4,1,1,,,,
711223,accessory,2,1,1,,1,,
711223,accessory,4,1,1,,1,,
711225,accessory,2,1,1,,1,,
711225,accessory,4,1,1,,1,,
711226,accessory,2,1,1,,,,
711226,accessory,3,1,1,,,,
711226,accessory,4,1,1,,,,
711227,accessory,2,1,1,,,,
711227,accessory,3,1,1,,,,
711227,accessory,4,1,1,,,,
711228,accessory,2,1,1,,,,
711228,accessory,3,1,1,,,,
711228,accessory,4,1,1,,,,
711229,accessory,2,1,1,,1,,
711229,accessory,4,1,1,,1,,
711231,accessory,2,1,1,,,,
711231,accessory,3,1,1,,,,
711231,accessory,4,1,1,,,,
711232,accessory,2,1,1,,,1,
711232,accessory,3,1,1,,,1,
711233,accessory,2,1,1,,1,,
711233,accessory,4,1,1,,1,,
711235,accessory,2,1,1,,,,
711235,accessory,3,1,1,,,,
711235,accessory,4,1,1,,,,
711236,accessory,2,1,1,,,,
711236,accessory,3,1,1,,,,
711236,accessory,4,1,1,,,,
711237,accessory,2,1,1,,,,
711237,accessory,3,1,1,,,,
711237,accessory,4,1,1,,,,
711239,accessory,2,1,1,,1,,
711239,accessory,4,1,1,,1,,
711240,accessory,2,1,1,,1,,
711240,accessory,4,1,1,,1,,
711242,accessory,2,1,1,,,,
711242,accessory,3,1,1,,,,
711242,accessory,4,1,1,,,,
711243,accessory,2,1,1,,1,,
711243,accessory,4,1,1,,1,,
711244,accessory,2,1,1,,,,
711244,accessory,3,1,1,,,,
711244,accessory,4,1,1,,,,
711245,accessory,2,1,1,,1,,
711245,accessory,4,1,1,,1,,
711246,accessory,2,1,1,,1,,
711246,accessory,4,1,1,,1,,
711247,accessory,2,1,1,,1,,
711247,accessory,4,1,1,,1,,
711249,accessory,2,1,1,,,,
711249,accessory,3,1,1,,,,
711249,accessory,4,1,1,,,,
711250,accessory,2,1,1,,,,
711250,accessory,3,1,1,,,,
711250,accessory,4,1,1,,,,
711251,accessory,2,1,1,,,,
711251,accessory,3,1,1,,,,
711251,accessory,4,1,1,,,,
711252,accessory,2,1,1,,,,
711252,accessory,3,1,1,,,,
711252,accessory,4,1,1,,,,
711253,accessory,2,1,1,,1,,
711253,accessory,4,1,1,,1,,
711254,accessory,2,1,1,,,,
711254,accessory,3,1,1,,,,
711254,accessory,4,1,1,,,,
711255,accessory,2,1,1,,1,,
711255,accessory,4,1,1,,1,,
711256,accessory,2,1,1,,,,
711256,accessory,3,1,1,,,,
711256,accessory,4,1,1,,,,
711259,accessory,2,1,1,,1,,
711259,accessory,4,1,1,,1,,
711261,accessory,2,1,1,,,,
711261,accessory,3,1,1,,,,
711261,accessory,4,1,1,,,,
711262,accessory,2,1,1,,,,
711262,accessory,3,1,1,,,,
711262,accessory,4,1,1,,,,
711264,accessory,2,1,1,,1,,
711264,accessory,4,1,1,,1,,
711265,accessory,2,1,1,,,,
711265,accessory,3,1,1,,,,
711265,accessory,4,1,1,,,,
711267,accessory,2,1,1,,,,
711267,accessory,3,1,1,,,,
711267,accessory,4,1,1,,,,
711268,accessory,2,1,1,,1,,
711268,accessory,4,1,1,,1,,
711278,accessory,2,1,1,,1,,
711278,accessory,4,1,1,,1,,
711279,accessory,2,1,1,,1,,
711279,accessory,4,1,1,,1,,
711280,accessory,2,1,1,,1,,
711280,accessory,4,1,1,,1,,
711281,accessory,2,1,1,,1,,
711281,accessory,4,1,1,,1,,
711283,accessory,2,1,1,,1,,
711283,accessory,4,1,1,,1,,
711284,accessory,2,1,1,,1,,
711284,accessory,4,1,1,,1,,
711290,accessory,2,1,1,,1,,
711290,accessory,4,1,1,,1,,
711292,accessory,2,1,1,,,1,
711292,accessory,3,1,1,,,1,
711295,accessory,2,1,1,,,1,
711295,accessory,3,1,1,,,1,
711296,accessory,2,1,1,,,,
711296,accessory,3,1,1,,,,
711296,accessory,4,1,1,,,,
711299,accessory,2,1,1,,1,,
711299,accessory,4,1,1,,1,,
711301,accessory,2,1,1,,,,
711301,accessory,3,1,1,,,,
711301,accessory,4,1,1,,,,
711302,accessory,2,1,1,,1,,
711302,accessory,4,1,1,,1,,
711305,accessory,2,1,1,,1,,
711305,accessory,4,1,1,,1,,
711309,accessory,2,1,1,,,,
711309,accessory,3,1,1,,,,
711309,accessory,4,1,1,,,,
711311,accessory,2,1,1,,,1,
711311,accessory,3,1,1,,,1,
711312,accessory,2,1,1,,,1,
711312,accessory,3,1,1,,,1,
711313,accessory,2,1,1,,,,
711313,accessory,3,1,1,,,,
711313,accessory,4,1,1,,,,
711316,accessory,2,1,1,,1,,
711316,accessory,4,1,1,,1,,
711317,accessory,2,1,1,,,1,
711317,accessory,3,1,1,,,1,
711318,accessory,2,1,1,,,,
711318,accessory,3,1,1,,,,
711318,accessory,4,1,1,,,,
711319,accessory,2,1,1,,,1,
711319,accessory,3,1,1,,,1,
711320,accessory,3,1,1,1,,,
711320,accessory,4,1,1,1,,,
711323,accessory,2,1,1,,1,,
711323,accessory,4,1,1,,1,,
711324,accessory,2,1,1,,1,,
711324,accessory,4,1,1,,1,,
711325,accessory,2,1,1,,1,,
711325,accessory,4,1,1,,1,,
711326,accessory,2,1,1,,1,,
711326,accessory,4,1,1,,1,,
711327,accessory,2,1,1,,1,,
711327,accessory,4,1,1,,1,,
711328,accessory,2,1,1,,1,,
711328,accessory,4,1,1,,1,,
711329,accessory,2,1,1,,1,,
711329,accessory,4,1,1,,1,,
711330,accessory,2,1,1,,,,
711330,accessory,3,1,1,,,,
711330,accessory,4,1,1,,,,
711335,accessory,2,1,1,,,1,
711335,accessory,3,1,1,,,1,
711336,accessory,4,2,2,1,1,,
711338,accessory,2,1,1,,1,,
711338,accessory,4,1,1,,1,,
711341,accessory,2,1,1,,,1,
711341,accessory,3,1,1,,,1,
711343,accessory,2,1,1,,1,,
711343,accessory,4,1,1,,1,,
711344,accessory,2,1,1,,1,,
711344,accessory,4,1,1,,1,,
711345,accessory,2,1,1,,,,
711345,accessory,3,1,1,,,,
711345,accessory,4,1,1,,,,
711347,accessory,2,1,1,,1,,
711347,accessory,4,1,1,,1,,
711350,accessory,2,1,1,,1,,
711350,accessory,4,1,1,,1,,
711353,accessory,2,1,1,,,1,
711353,accessory,3,1,1,,,1,
711354,accessory,2,1,1,,,,
711354,accessory,3,1,1,,,,
711354,accessory,4,1,1,,,,
711355,accessory,2,1,1,,,,
711355,accessory,3,1,1,,,,
711355,accessory,4,1,1,,,,
711358,accessory,2,1,1,,1,,
711358,accessory,4,1,1,,1,,
711359,accessory,2,1,1,,,,
711359,accessory,3,1,1,,,,
711359,accessory,4,1,1,,,,
711360,accessory,2,1,1,,,1,
711360,accessory,3,1,1,,,1,
711361,accessory,2,1,1,,,,
711361,accessory,3,1,1,,,,
711361,accessory,4,1,1,,,,
711364,accessory,2,1,1,,,1,
711364,accessory,3,1,1,,,1,
711366,accessory,2,1,1,,1,,
711366,accessory,4,1,1,,1,,
711369,accessory,2,1,1,,,,
711369,accessory,3,1,1,,,,
711369,accessory,4,1,1,,,,
711370,accessory,2,1,1,,1,,
711370,accessory,4,1,1,,1,,
711371,accessory,2,1,1,,1,,
711371,accessory,4,1,1,,1,,
711374,accessory,2,1,1,,,,
711374,accessory,3,1,1,,,,
711374,accessory,4,1,1,,,,
711375,accessory,2,1,1,,,1,
711375,accessory,3,1,1,,,1,
711376,accessory,2,1,1,,1,,
711376,accessory,4,1,1,,1,,
711379,accessory,2,1,1,,1,,
711379,accessory,4,1,1,,1,,
711381,accessory,2,1,1,,,1,
711381,accessory,3,1,1,,,1,
711386,accessory,2,1,1,,1,,
711386,accessory,4,1,1,,1,,
711391,accessory,2,1,1,,1,,
711391,accessory,4,1,1,,1,,
711398,accessory,2,2,2,,2,1,
711400,accessory,2,1,1,,1,,
711400,accessory,4,1,1,,1,,
711401,accessory,2,1,1,,,1,
711401,accessory,3,1,1,,,1,
711402,accessory,2,1,1,,,,
711402,accessory,3,1,1,,,,
711402,accessory,4,1,1,,,,
711403,accessory,2,1,1,,,,
711403,accessory,3,1,1,,,,
711403,accessory,4,1,1,,,,
711406,accessory,2,1,1,,,,
711406,accessory,3,1,1,,,,
711406,accessory,4,1,1,,,,
711407,accessory,2,1,1,,1,,
711407,accessory,4,1,1,,1,,
711408,accessory,4,2,2,1,1,,
711409,accessory,2,1,1,,1,,
711409,accessory,4,1,1,,1,,
711410,accessory,2,1,1,,1,,
711410,accessory,4,1,1,,1,,
711411,accessory,2,1,1,,1,,
711411,accessory,4,1,1,,1,,
711414,accessory,2,1,1,,,,
711414,accessory,3,1,1,,,,
711414,accessory,4,1,1,,,,
711415,accessory,2,1,1,,1,,
711415,accessory,4,1,1,,1,,
711416,accessory,2,1,1,,,1,
711416,accessory,3,1,1,,,1,
711417,accessory,2,1,1,,,1,
711417,accessory,3,1,1,,,1,
711422,accessory,2,1,1,,1,,
711422,accessory,4,1,1,,1,,
711424,accessory,2,1,1,,1,,
711424,accessory,4,1,1,,1,,
711427,accessory,2,1,1,,,,
711427,accessory,3,1,1,,,,
711427,accessory,4,1,1,,,,
711428,accessory,4,3,3,2,2,,
711429,accessory,2,1,1,,,,
711429,accessory,3,1,1,,,,
711429,accessory,4,1,1,,,,
711431,accessory,2,1,1,,1,,
711431,accessory,4,1,1,,1,,
711433,accessory,2,1,1,,1,,
711433,accessory,4,1,1,,1,,
711434,accessory,2,1,1,,1,,
711434,accessory,4,1,1,,1,,
711435,accessory,2,1,1,,1,,
711435,accessory,4,1,1,,1,,
711436,accessory,2,1,1,,1,,
711436,accessory,4,1,1,,1,,
711438,accessory,2,1,1,,1,,
711438,accessory,4,1,1,,1,,
711440,accessory,2,2,2,,1,2,
711441,accessory,2,1,1,,1,,
711441,accessory,4,1,1,,1,,
711442,accessory,2,1,1,,,,
711442,accessory,3,1,1,,,,
711442,accessory,4,1,1,,,,
711443,accessory,2,1,1,,,,
711443,accessory,3,1,1,,,,
711443,accessory,4,1,1,,,,
711444,accessory,2,1,1,,,,
711444,accessory,3,1,1,,,,
711444,accessory,4,1,1,,,,
711445,accessory,3,2,2,1,,2,
711446,accessory,2,1,1,,1,,
711446,accessory,4,1,1,,1,,
711448,accessory,2,1,1,,,,
711448,accessory,3,1,1,,,,
711448,accessory,4,1,1,,,,
711452,accessory,2,1,1,,1,,
711452,accessory,4,1,1,,1,,
711453,accessory,2,1,1,,1,,
711453,accessory,4,1,1,,1,,
711454,accessory,2,1,1,,,,
711454,accessory,3,1,1,,,,
711454,accessory,4,1,1,,,,
711455,accessory,2,1,1,,1,,
711455,accessory,4,1,1,,1,,
711456,accessory,2,1,1,,,,
711456,accessory,3,1,1,,,,
711456,accessory,4,1,1,,,,
711458,accessory,2,1,1,,1,,
711458,accessory,4,1,1,,1,,
711459,accessory,2,1,1,,,1,
711459,accessory,3,1,1,,,1,
711461,accessory,2,1,1,,1,,
711461,accessory,4,1,1,,1,,
711462,accessory,2,1,1,,,1,
711462,accessory,3,1,1,,,1,
711463,accessory,2,1,1,,1,,
711463,accessory,4,1,1,,1,,
711466,accessory,2,1,1,,1,,
711466,accessory,4,1,1,,1,,
711469,accessory,2,1,1,,1,,
711469,accessory,4,1,1,,1,,
711470,accessory,2,1,1,,1,,
711470,accessory,4,1,1,,1,,
711472,accessory,2,1,1,,,,
711472,accessory,3,1,1,,,,
711472,accessory,4,1,1,,,,
711474,accessory,2,1,1,,,1,
711474,accessory,3,1,1,,,1,
711477,accessory,2,1,1,,1,,
711477,accessory,4,1,1,,1,,
711478,accessory,2,1,1,,,1,
711478,accessory,3,1,1,,,1,
711481,accessory,2,1,1,,1,,
711481,accessory,4,1,1,,1,,
711484,accessory,2,1,1,,1,,
711484,accessory,4,1,1,,1,,
711486,accessory,2,1,1,,1,,
711486,accessory,4,1,1,,1,,
711490,accessory,2,1,1,,,,
711490,accessory,3,1,1,,,,
711490,accessory,4,1,1,,,,
711497,accessory,2,2,2,,2,1,
711498,accessory,2,1,1,,1,,
711498,accessory,4,1,1,,1,,
711499,accessory,2,1,1,,1,,
711499,accessory,4,1,1,,1,,
711502,accessory,2,1,1,,1,,
711502,accessory,4,1,1,,1,,
711503,accessory,2,1,1,,1,,
711503,accessory,4,1,1,,1,,
711504,accessory,2,1,1,,,,
711504,accessory,3,1,1,,,,
711504,accessory,4,1,1,,,,
711505,accessory,2,1,1,,1,,
711505,accessory,4,1,1,,1,,
711507,accessory,3,4,4,3,,2,
711508,accessory,2,1,1,,1,,
711508,accessory,4,1,1,,1,,
711511,accessory,2,1,1,,1,,
711511,accessory,4,1,1,,1,,
711512,accessory,2,1,1,,,,
711512,accessory,3,1,1,,,,
711512,accessory,4,1,1,,,,
711513,accessory,2,1,1,,,,
711513,accessory,3,1,1,,,,
711513,accessory,4,1,1,,,,
711514,accessory,2,1,1,,,1,
711514,accessory,3,1,1,,,1,
711515,accessory,2,1,1,,,1,
711515,accessory,3,1,1,,,1,
711522,accessory,2,1,1,,,1,
711522,accessory,3,1,1,,,1,
711527,accessory,2,1,1,,,1,
711527,accessory,3,1,1,,,1,
711528,accessory,2,1,1,,1,,
711528,accessory,4,1,1,,1,,
711530,accessory,2,1,1,,,,
711530,accessory,3,1,1,,,,
711530,accessory,4,1,1,,,,
711531,accessory,2,1,1,,,,
711531,accessory,3,1,1,,,,
711531,accessory,4,1,1,,,,
711532,accessory,2,1,1,,1,,
711532,accessory,4,1,1,,1,,
711535,accessory,2,1,1,,,,
711535,accessory,3,1,1,,,,
711535,accessory,4,1,1,,,,
711536,accessory,2,1,1,,,1,
711536,accessory,3,1,1,,,1,
711537,accessory,2,1,1,,,1,
711537,accessory,3,1,1,,,1,
711540,accessory,2,1,1,,1,,
711540,accessory,4,1,1,,1,,
711541,accessory,2,1,1,,,,
711541,accessory,3,1,1,,,,
711541,accessory,4,1,1,,,,
711542,accessory,2,1,1,,,1,
711542,accessory,3,1,1,,,1,
711543,accessory,2,1,1,,1,,
711543,accessory,4,1,1,,1,,
711544,accessory,2,1,1,,,,
711544,accessory,3,1,1,,,,
711544,accessory,4,1,1,,,,
711545,accessory,2,1,1,,1,,
711545,accessory,4,1,1,,1,,
711546,accessory,2,1,1,,1,,
711546,accessory,4,1,1,,1,,
711551,accessory,2,1,1,,,1,
711551,accessory,3,1,1,,,1,
711553,accessory,2,1,1,,,1,
711553,accessory,3,1,1,,,1,
711555,accessory,2,1,1,,,1,
711555,accessory,3,1,1,,,1,
711556,accessory,2,1,1,,,,
711556,accessory,3,1,1,,,,
711556,accessory,4,1,1,,,,
711559,accessory,2,1,1,,,,
711559,accessory,3,1,1,,,,
711559,accessory,4,1,1,,,,
711560,accessory,2,1,1,,,,
711560,accessory,3,1,1,,,,
711560,accessory,4,1,1,,,,
711561,accessory,2,1,1,,,,
711561,accessory,3,1,1,,,,
711561,accessory,4,1,1,,,,
711562,accessory,2,1,1,,1,,
711562,accessory,4,1,1,,1,,
711563,accessory,2,1,1,,,,
711563,accessory,3,1,1,,,,
711563,accessory,4,1,1,,,,
711565,accessory,2,1,1,,,,
711565,accessory,3,1,1,,,,
711565,accessory,4,1,1,,,,
711569,accessory,2,1,1,,1,,
711569,accessory,4,1,1,,1,,
711570,accessory,2,1,1,,1,,
711570,accessory,4,1,1,,1,,
711571,accessory,2,1,1,,1,,
711571,accessory,4,1,1,,1,,
711572,accessory,2,1,1,,1,,
711572,accessory,4,1,1,,1,,
711575,accessory,2,1,1,,,,
711575,accessory,3,1,1,,,,
711575,accessory,4,1,1,,,,
711576,accessory,2,1,1,,,,
711576,accessory,3,1,1,,,,
711576,accessory,4,1,1,,,,
711577,accessory,2,1,1,,1,,
711577,accessory,4,1,1,,1,,
711578,accessory,2,1,1,,1,,
711578,accessory,4,1,1,,1,,
711580,accessory,2,1,1,,,,
711580,accessory,3,1,1,,,,
711580,accessory,4,1,1,,,,
711585,accessory,2,1,1,,1,,
711585,accessory,4,1,1,,1,,
711588,accessory,2,1,1,,1,,
711588,accessory,4,1,1,,1,,
711589,accessory,2,1,1,,1,,
711589,accessory,4,1,1,,1,,
711590,accessory,2,1,1,,1,,
711590,accessory,4,1,1,,1,,
711592,accessory,2,1,1,,1,,
711592,accessory,4,1,1,,1,,
711594,accessory,2,1,1,,1,,
711594,accessory,4,1,1,,1,,
711595,accessory,2,1,1,,1,,
711595,accessory,4,1,1,,1,,
711599,accessory,2,1,1,,1,,
711599,accessory,4,1,1,,1,,
711601,accessory,2,1,1,,1,,
711601,accessory,4,1,1,,1,,
711603,accessory,2,1,1,,1,,
711603,accessory,4,1,1,,1,,
711604,accessory,2,1,1,,1,,
711604,accessory,4,1,1,,1,,
711605,accessory,2,1,1,,1,,
711605,accessory,4,1,1,,1,,
711607,accessory,2,1,1,,1,,
711607,accessory,4,1,1,,1,,
711608,accessory,2,1,1,,1,,
711608,accessory,4,1,1,,1,,
711609,accessory,2,1,1,,1,,
711609,accessory,4,1,1,,1,,
711610,accessory,2,1,1,,1,,
711610,accessory,4,1,1,,1,,
711611,accessory,2,1,1,,1,,
711611,accessory,4,1,1,,1,,
711612,accessory,2,1,1,,1,,
711612,accessory,4,1,1,,1,,
711613,accessory,2,1,1,,1,,
711613,accessory,4,1,1,,1,,
711618,accessory,2,1,1,,1,,
711618,accessory,4,1,1,,1,,
711621,accessory,2,1,1,,1,,
711621,accessory,4,1,1,,1,,
711622,accessory,2,1,1,,1,,
711622,accessory,4,1,1,,1,,
711623,accessory,2,1,1,,1,,
711623,accessory,4,1,1,,1,,
711624,accessory,2,1,1,,1,,
711624,accessory,4,1,1,,1,,
711630,accessory,2,1,1,,1,,
711630,accessory,4,1,1,,1,,
711632,accessory,2,1,1,,1,,
711632,accessory,4,1,1,,1,,
711633,accessory,2,1,1,,1,,
711633,accessory,4,1,1,,1,,
711634,accessory,2,1,1,,1,,
711634,accessory,4,1,1,,1,,
711636,accessory,2,1,1,,1,,
711636,accessory,4,1,1,,1,,
711638,accessory,2,1,1,,1,,
711638,accessory,4,1,1,,1,,
711642,accessory,2,1,1,,1,,
711642,accessory,4,1,1,,1,,
711645,accessory,2,1,1,,1,,
711645,accessory,4,1,1,,1,,
711648,accessory,2,1,1,,1,,
711648,accessory,4,1,1,,1,,
711649,accessory,2,1,1,,1,,
711649,accessory,4,1,1,,1,,
711652,accessory,2,1,1,,1,,
711652,accessory,4,1,1,,1,,
711654,accessory,4,2,2,1,2,,
711659,accessory,2,1,1,,1,,
711659,accessory,4,1,1,,1,,
711660,accessory,2,1,1,,1,,
711660,accessory,4,1,1,,1,,
711662,accessory,2,1,1,,1,,
711662,accessory,4,1,1,,1,,
711663,accessory,2,1,1,,1,,
711663,accessory,4,1,1,,1,,
711664,accessory,2,1,1,,1,,
711664,accessory,4,1,1,,1,,
711666,accessory,2,1,1,,1,,
711666,accessory,4,1,1,,1,,
711667,accessory,2,1,1,,1,,
711667,accessory,4,1,1,,1,,
711668,accessory,2,1,1,,,,
711668,accessory,3,1,1,,,,
711668,accessory,4,1,1,,,,
711669,accessory,2,1,1,,1,,
711669,accessory,4,1,1,,1,,
711673,accessory,4,2,2,1,2,,
711675,accessory,2,1,1,,1,,
711675,accessory,4,1,1,,1,,
711676,accessory,2,1,1,,1,,
711676,accessory,4,1,1,,1,,
711677,accessory,2,1,1,,1,,
711677,accessory,4,1,1,,1,,
711679,accessory,2,1,1,,1,,
711679,accessory,4,1,1,,1,,
711684,accessory,2,1,1,,1,,
711684,accessory,4,1,1,,1,,
711685,accessory,2,1,1,,1,,
711685,accessory,4,1,1,,1,,
711687,accessory,2,1,1,,,1,
711687,accessory,3,1,1,,,1,
711688,accessory,2,1,1,,,1,
711688,accessory,3,1,1,,,1,
711689,accessory,2,1,1,,1,,
711689,accessory,4,1,1,,1,,
711692,accessory,2,1,1,,,,
711692,accessory,3,1,1,,,,
711692,accessory,4,1,1,,,,
711693,accessory,2,1,1,,1,,
711693,accessory,4,1,1,,1,,
711695,accessory,2,1,1,,,,
711695,accessory,3,1,1,,,,
711695,accessory,4,1,1,,,,
711698,accessory,2,1,1,,1,,
711698,accessory,4,1,1,,1,,
711699,accessory,2,1,1,,1,,
711699,accessory,4,1,1,,1,,
711700,accessory,2,1,1,,1,,
711700,accessory,4,1,1,,1,,
711704,accessory,2,1,1,,,,
711704,accessory,3,1,1,,,,
711704,accessory,4,1,1,,,,
711706,accessory,2,1,1,,1,,
711706,accessory,4,1,1,,1,,
711709,accessory,2,1,1,,1,,
711709,accessory,4,1,1,,1,,
711710,accessory,2,1,1,,1,,
711710,accessory,4,1,1,,1,,
711711,accessory,2,1,1,,1,,
711711,accessory,4,1,1,,1,,
711713,accessory,2,1,1,,1,,
711713,accessory,4,1,1,,1,,
711715,accessory,2,2,2,,1,2,
711716,accessory,2,1,1,,,1,
711716,accessory,3,1,1,,,1,
711717,accessory,2,1,1,,1,,
711717,accessory,4,1,1,,1,,
711718,accessory,2,1,1,,1,,
711718,accessory,4,1,1,,1,,
711719,accessory,2,1,1,,1,,
711719,accessory,4,1,1,,1,,
711720,accessory,2,1,1,,,1,
711720,accessory,3,1,1,,,1,
711721,accessory,2,1,1,,,1,
711721,accessory,3,1,1,,,1,
711722,accessory,2,1,1,,,,
711722,accessory,3,1,1,,,,
711722,accessory,4,1,1,,,,
711723,accessory,2,1,1,,1,,
711723,accessory,4,1,1,,1,,
711724,accessory,2,1,1,,,1,
711724,accessory,3,1,1,,,1,
711726,accessory,2,1,1,,,1,
711726,accessory,3,1,1,,,1,
711728,accessory,2,1,1,,1,,
711728,accessory,4,1,1,,1,,
711731,accessory,2,1,1,,1,,
711731,accessory,4,1,1,,1,,
711734,accessory,2,1,1,,,1,
711734,accessory,3,1,1,,,1,
711735,accessory,2,1,1,,,1,
711735,accessory,3,1,1,,,1,
711739,accessory,2,1,1,,,1,
711739,accessory,3,1,1,,,1,
711740,accessory,2,1,1,,1,,
711740,accessory,4,1,1,,1,,
711748,accessory,2,1,1,,,,
711748,accessory,3,1,1,,,,
711748,accessory,4,1,1,,,,
711750,accessory,2,1,1,,1,,
711750,accessory,4,1,1,,1,,
711753,accessory,2,1,1,,,,
711753,accessory,3,1,1,,,,
711753,accessory,4,1,1,,,,
711754,accessory,2,1,1,,,1,
711754,accessory,3,1,1,,,1,
711756,accessory,2,1,1,,,1,
711756,accessory,3,1,1,,,1,
711764,accessory,2,1,1,,,1,
711764,accessory,3,1,1,,,1,
711765,accessory,2,1,1,,1,,
711765,accessory,4,1,1,,1,,
711767,accessory,2,1,1,,1,,
711767,accessory,4,1,1,,1,,
711772,accessory,2,1,1,,1,,
711772,accessory,4,1,1,,1,,
711774,accessory,2,1,1,,1,,
711774,accessory,4,1,1,,1,,
711776,accessory,2,1,1,,1,,
711776,accessory,4,1,1,,1,,
